SSE,SZSE,NIB,HKE,NASDAQ,NYSE
20100308.0,20100308.0,20100203.0,20100219,20100127,20100127
20100309.0,20100309.0,20100204.0,20100222,20100128,20100128
20100310.0,20100310.0,20100205.0,20100223,20100129,20100129
20100311.0,20100311.0,20100208.0,20100224,20100201,20100201
20100312.0,20100312.0,20100209.0,20100225,20100202,20100202
20100315.0,20100315.0,20100210.0,20100226,20100203,20100203
20100316.0,20100316.0,20100211.0,20100301,20100204,20100204
20100317.0,20100317.0,20100212.0,20100302,20100205,20100205
20100318.0,20100318.0,20100220.0,20100303,20100208,20100208
20100319.0,20100319.0,20100221.0,20100304,20100209,20100209
20100322.0,20100322.0,20100222.0,20100305,20100210,20100210
20100323.0,20100323.0,20100223.0,20100308,20100211,20100211
20100324.0,20100324.0,20100224.0,20100309,20100212,20100212
20100325.0,20100325.0,20100225.0,20100310,20100216,20100216
20100326.0,20100326.0,20100226.0,20100311,20100217,20100217
20100329.0,20100329.0,20100301.0,20100312,20100218,20100218
20100330.0,20100330.0,20100302.0,20100315,20100219,20100219
20100331.0,20100331.0,20100303.0,20100316,20100222,20100222
20100401.0,20100401.0,20100304.0,20100317,20100223,20100223
20100402.0,20100402.0,20100305.0,20100318,20100224,20100224
20100406.0,20100406.0,20100308.0,20100319,20100225,20100225
20100407.0,20100407.0,20100309.0,20100322,20100226,20100226
20100408.0,20100408.0,20100310.0,20100323,20100301,20100301
20100409.0,20100409.0,20100311.0,20100324,20100302,20100302
20100412.0,20100412.0,20100312.0,20100325,20100303,20100303
20100413.0,20100413.0,20100315.0,20100326,20100304,20100304
20100414.0,20100414.0,20100316.0,20100329,20100305,20100305
20100415.0,20100415.0,20100317.0,20100330,20100308,20100308
20100416.0,20100416.0,20100318.0,20100331,20100309,20100309
20100419.0,20100419.0,20100319.0,20100401,20100310,20100310
20100420.0,20100420.0,20100322.0,20100407,20100311,20100311
20100421.0,20100421.0,20100323.0,20100408,20100312,20100312
20100422.0,20100422.0,20100324.0,20100409,20100315,20100315
20100423.0,20100423.0,20100325.0,20100412,20100316,20100316
20100426.0,20100426.0,20100326.0,20100413,20100317,20100317
20100427.0,20100427.0,20100329.0,20100414,20100318,20100318
20100428.0,20100428.0,20100330.0,20100415,20100319,20100319
20100429.0,20100429.0,20100331.0,20100416,20100322,20100322
20100430.0,20100430.0,20100401.0,20100419,20100323,20100323
20100504.0,20100504.0,20100402.0,20100420,20100324,20100324
20100505.0,20100505.0,20100406.0,20100421,20100325,20100325
20100506.0,20100506.0,20100407.0,20100422,20100326,20100326
20100507.0,20100507.0,20100408.0,20100423,20100329,20100329
20100510.0,20100510.0,20100409.0,20100426,20100330,20100330
20100511.0,20100511.0,20100412.0,20100427,20100331,20100331
20100512.0,20100512.0,20100413.0,20100428,20100401,20100401
20100513.0,20100513.0,20100414.0,20100429,20100405,20100405
20100514.0,20100514.0,20100415.0,20100430,20100406,20100406
20100517.0,20100517.0,20100416.0,20100503,20100407,20100407
20100518.0,20100518.0,20100419.0,20100504,20100408,20100408
20100519.0,20100519.0,20100420.0,20100505,20100409,20100409
20100520.0,20100520.0,20100421.0,20100506,20100412,20100412
20100521.0,20100521.0,20100422.0,20100507,20100413,20100413
20100524.0,20100524.0,20100423.0,20100510,20100414,20100414
20100525.0,20100525.0,20100426.0,20100511,20100415,20100415
20100526.0,20100526.0,20100427.0,20100512,20100416,20100416
20100527.0,20100527.0,20100428.0,20100513,20100419,20100419
20100528.0,20100528.0,20100429.0,20100514,20100420,20100420
20100531.0,20100531.0,20100430.0,20100517,20100421,20100421
20100601.0,20100601.0,20100504.0,20100518,20100422,20100422
20100602.0,20100602.0,20100505.0,20100519,20100423,20100423
20100603.0,20100603.0,20100506.0,20100520,20100426,20100426
20100604.0,20100604.0,20100507.0,20100524,20100427,20100427
20100607.0,20100607.0,20100510.0,20100525,20100428,20100428
20100608.0,20100608.0,20100511.0,20100526,20100429,20100429
20100609.0,20100609.0,20100512.0,20100527,20100430,20100430
20100610.0,20100610.0,20100513.0,20100528,20100503,20100503
20100611.0,20100611.0,20100514.0,20100531,20100504,20100504
20100617.0,20100617.0,20100517.0,20100601,20100505,20100505
20100618.0,20100618.0,20100518.0,20100602,20100506,20100506
20100621.0,20100621.0,20100519.0,20100603,20100507,20100507
20100622.0,20100622.0,20100520.0,20100604,20100510,20100510
20100623.0,20100623.0,20100521.0,20100607,20100511,20100511
20100624.0,20100624.0,20100524.0,20100608,20100512,20100512
20100625.0,20100625.0,20100525.0,20100609,20100513,20100513
20100628.0,20100628.0,20100526.0,20100610,20100514,20100514
20100629.0,20100629.0,20100527.0,20100611,20100517,20100517
20100630.0,20100630.0,20100528.0,20100614,20100518,20100518
20100701.0,20100701.0,20100531.0,20100615,20100519,20100519
20100702.0,20100702.0,20100601.0,20100617,20100520,20100520
20100705.0,20100705.0,20100602.0,20100618,20100521,20100521
20100706.0,20100706.0,20100603.0,20100621,20100524,20100524
20100707.0,20100707.0,20100604.0,20100622,20100525,20100525
20100708.0,20100708.0,20100607.0,20100623,20100526,20100526
20100709.0,20100709.0,20100608.0,20100624,20100527,20100527
20100712.0,20100712.0,20100609.0,20100625,20100528,20100528
20100713.0,20100713.0,20100610.0,20100628,20100601,20100601
20100714.0,20100714.0,20100611.0,20100629,20100602,20100602
20100715.0,20100715.0,20100612.0,20100630,20100603,20100603
20100716.0,20100716.0,20100613.0,20100702,20100604,20100604
20100719.0,20100719.0,20100617.0,20100705,20100607,20100607
20100720.0,20100720.0,20100618.0,20100706,20100608,20100608
20100721.0,20100721.0,20100621.0,20100707,20100609,20100609
20100722.0,20100722.0,20100622.0,20100708,20100610,20100610
20100723.0,20100723.0,20100623.0,20100709,20100611,20100611
20100726.0,20100726.0,20100624.0,20100712,20100614,20100614
20100727.0,20100727.0,20100625.0,20100713,20100615,20100615
20100728.0,20100728.0,20100628.0,20100714,20100616,20100616
20100729.0,20100729.0,20100629.0,20100715,20100617,20100617
20100730.0,20100730.0,20100630.0,20100716,20100618,20100618
20100802.0,20100802.0,20100701.0,20100719,20100621,20100621
20100803.0,20100803.0,20100702.0,20100720,20100622,20100622
20100804.0,20100804.0,20100705.0,20100721,20100623,20100623
20100805.0,20100805.0,20100706.0,20100722,20100624,20100624
20100806.0,20100806.0,20100707.0,20100723,20100625,20100625
20100809.0,20100809.0,20100708.0,20100726,20100628,20100628
20100810.0,20100810.0,20100709.0,20100727,20100629,20100629
20100811.0,20100811.0,20100712.0,20100728,20100630,20100630
20100812.0,20100812.0,20100713.0,20100729,20100701,20100701
20100813.0,20100813.0,20100714.0,20100730,20100702,20100702
20100816.0,20100816.0,20100715.0,20100802,20100706,20100706
20100817.0,20100817.0,20100716.0,20100803,20100707,20100707
20100818.0,20100818.0,20100719.0,20100804,20100708,20100708
20100819.0,20100819.0,20100720.0,20100805,20100709,20100709
20100820.0,20100820.0,20100721.0,20100806,20100712,20100712
20100823.0,20100823.0,20100722.0,20100809,20100713,20100713
20100824.0,20100824.0,20100723.0,20100810,20100714,20100714
20100825.0,20100825.0,20100726.0,20100811,20100715,20100715
20100826.0,20100826.0,20100727.0,20100812,20100716,20100716
20100827.0,20100827.0,20100728.0,20100813,20100719,20100719
20100830.0,20100830.0,20100729.0,20100816,20100720,20100720
20100831.0,20100831.0,20100730.0,20100817,20100721,20100721
20100901.0,20100901.0,20100802.0,20100818,20100722,20100722
20100902.0,20100902.0,20100803.0,20100819,20100723,20100723
20100903.0,20100903.0,20100804.0,20100820,20100726,20100726
20100906.0,20100906.0,20100805.0,20100823,20100727,20100727
20100907.0,20100907.0,20100806.0,20100824,20100728,20100728
20100908.0,20100908.0,20100809.0,20100825,20100729,20100729
20100909.0,20100909.0,20100810.0,20100826,20100730,20100730
20100910.0,20100910.0,20100811.0,20100827,20100802,20100802
20100913.0,20100913.0,20100812.0,20100830,20100803,20100803
20100914.0,20100914.0,20100813.0,20100831,20100804,20100804
20100915.0,20100915.0,20100816.0,20100901,20100805,20100805
20100916.0,20100916.0,20100817.0,20100902,20100806,20100806
20100917.0,20100917.0,20100818.0,20100903,20100809,20100809
20100920.0,20100920.0,20100819.0,20100906,20100810,20100810
20100921.0,20100921.0,20100820.0,20100907,20100811,20100811
20100927.0,20100927.0,20100823.0,20100908,20100812,20100812
20100928.0,20100928.0,20100824.0,20100909,20100813,20100813
20100929.0,20100929.0,20100825.0,20100910,20100816,20100816
20100930.0,20100930.0,20100826.0,20100913,20100817,20100817
20101008.0,20101008.0,20100827.0,20100914,20100818,20100818
20101011.0,20101011.0,20100830.0,20100915,20100819,20100819
20101012.0,20101012.0,20100831.0,20100916,20100820,20100820
20101013.0,20101013.0,20100901.0,20100917,20100823,20100823
20101014.0,20101014.0,20100902.0,20100920,20100824,20100824
20101015.0,20101015.0,20100903.0,20100921,20100825,20100825
20101018.0,20101018.0,20100906.0,20100922,20100826,20100826
20101019.0,20101019.0,20100907.0,20100924,20100827,20100827
20101020.0,20101020.0,20100908.0,20100927,20100830,20100830
20101021.0,20101021.0,20100909.0,20100928,20100831,20100831
20101022.0,20101022.0,20100910.0,20100929,20100901,20100901
20101025.0,20101025.0,20100913.0,20100930,20100902,20100902
20101026.0,20101026.0,20100914.0,20101004,20100903,20100903
20101027.0,20101027.0,20100915.0,20101005,20100907,20100907
20101028.0,20101028.0,20100916.0,20101006,20100908,20100908
20101029.0,20101029.0,20100917.0,20101007,20100909,20100909
20101101.0,20101101.0,20100919.0,20101008,20100910,20100910
20101102.0,20101102.0,20100920.0,20101011,20100913,20100913
20101103.0,20101103.0,20100921.0,20101012,20100914,20100914
20101104.0,20101104.0,20100925.0,20101013,20100915,20100915
20101105.0,20101105.0,20100926.0,20101014,20100916,20100916
20101108.0,20101108.0,20100927.0,20101015,20100917,20100917
20101109.0,20101109.0,20100928.0,20101018,20100920,20100920
20101110.0,20101110.0,20100929.0,20101019,20100921,20100921
20101111.0,20101111.0,20100930.0,20101020,20100922,20100922
20101112.0,20101112.0,20101008.0,20101021,20100923,20100923
20101115.0,20101115.0,20101009.0,20101022,20100924,20100924
20101116.0,20101116.0,20101011.0,20101025,20100927,20100927
20101117.0,20101117.0,20101012.0,20101026,20100928,20100928
20101118.0,20101118.0,20101013.0,20101027,20100929,20100929
20101119.0,20101119.0,20101014.0,20101028,20100930,20100930
20101122.0,20101122.0,20101015.0,20101029,20101001,20101001
20101123.0,20101123.0,20101018.0,20101101,20101004,20101004
20101124.0,20101124.0,20101019.0,20101102,20101005,20101005
20101125.0,20101125.0,20101020.0,20101103,20101006,20101006
20101126.0,20101126.0,20101021.0,20101104,20101007,20101007
20101129.0,20101129.0,20101022.0,20101105,20101008,20101008
20101130.0,20101130.0,20101025.0,20101108,20101011,20101011
20101201.0,20101201.0,20101026.0,20101109,20101012,20101012
20101202.0,20101202.0,20101027.0,20101110,20101013,20101013
20101203.0,20101203.0,20101028.0,20101111,20101014,20101014
20101206.0,20101206.0,20101029.0,20101112,20101015,20101015
20101207.0,20101207.0,20101101.0,20101115,20101018,20101018
20101208.0,20101208.0,20101102.0,20101116,20101019,20101019
20101209.0,20101209.0,20101103.0,20101117,20101020,20101020
20101210.0,20101210.0,20101104.0,20101118,20101021,20101021
20101213.0,20101213.0,20101105.0,20101119,20101022,20101022
20101214.0,20101214.0,20101108.0,20101122,20101025,20101025
20101215.0,20101215.0,20101109.0,20101123,20101026,20101026
20101216.0,20101216.0,20101110.0,20101124,20101027,20101027
20101217.0,20101217.0,20101111.0,20101125,20101028,20101028
20101220.0,20101220.0,20101112.0,20101126,20101029,20101029
20101221.0,20101221.0,20101115.0,20101129,20101101,20101101
20101222.0,20101222.0,20101116.0,20101130,20101102,20101102
20101223.0,20101223.0,20101117.0,20101201,20101103,20101103
20101224.0,20101224.0,20101118.0,20101202,20101104,20101104
20101227.0,20101227.0,20101119.0,20101203,20101105,20101105
20101228.0,20101228.0,20101122.0,20101206,20101108,20101108
20101229.0,20101229.0,20101123.0,20101207,20101109,20101109
20101230.0,20101230.0,20101124.0,20101208,20101110,20101110
20101231.0,20101231.0,20101125.0,20101209,20101111,20101111
20110104.0,20110104.0,20101126.0,20101210,20101112,20101112
20110105.0,20110105.0,20101129.0,20101213,20101115,20101115
20110106.0,20110106.0,20101130.0,20101214,20101116,20101116
20110107.0,20110107.0,20101201.0,20101215,20101117,20101117
20110110.0,20110110.0,20101202.0,20101216,20101118,20101118
20110111.0,20110111.0,20101203.0,20101217,20101119,20101119
20110112.0,20110112.0,20101206.0,20101220,20101122,20101122
20110113.0,20110113.0,20101207.0,20101221,20101123,20101123
20110114.0,20110114.0,20101208.0,20101222,20101124,20101124
20110117.0,20110117.0,20101209.0,20101223,20101126,20101126
20110118.0,20110118.0,20101210.0,20101224,20101129,20101129
20110119.0,20110119.0,20101213.0,20101228,20101130,20101130
20110120.0,20110120.0,20101214.0,20101229,20101201,20101201
20110121.0,20110121.0,20101215.0,20101230,20101202,20101202
20110124.0,20110124.0,20101216.0,20101231,20101203,20101203
20110125.0,20110125.0,20101217.0,20110103,20101206,20101206
20110126.0,20110126.0,20101220.0,20110104,20101207,20101207
20110127.0,20110127.0,20101221.0,20110105,20101208,20101208
20110128.0,20110128.0,20101222.0,20110106,20101209,20101209
20110131.0,20110131.0,20101223.0,20110107,20101210,20101210
20110201.0,20110201.0,20101224.0,20110110,20101213,20101213
20110209.0,20110209.0,20101227.0,20110111,20101214,20101214
20110210.0,20110210.0,20101228.0,20110112,20101215,20101215
20110211.0,20110211.0,20101229.0,20110113,20101216,20101216
20110214.0,20110214.0,20101230.0,20110114,20101217,20101217
20110215.0,20110215.0,20101231.0,20110117,20101220,20101220
20110216.0,20110216.0,20110104.0,20110118,20101221,20101221
20110217.0,20110217.0,20110105.0,20110119,20101222,20101222
20110218.0,20110218.0,20110106.0,20110120,20101223,20101223
20110221.0,20110221.0,20110107.0,20110121,20101227,20101227
20110222.0,20110222.0,20110110.0,20110124,20101228,20101228
20110223.0,20110223.0,20110111.0,20110125,20101229,20101229
20110224.0,20110224.0,20110112.0,20110126,20101230,20101230
20110225.0,20110225.0,20110113.0,20110127,20101231,20101231
20110228.0,20110228.0,20110114.0,20110128,20110103,20110103
20110301.0,20110301.0,20110117.0,20110131,20110104,20110104
20110302.0,20110302.0,20110118.0,20110201,20110105,20110105
20110303.0,20110303.0,20110119.0,20110202,20110106,20110106
20110304.0,20110304.0,20110120.0,20110207,20110107,20110107
20110307.0,20110307.0,20110121.0,20110208,20110110,20110110
20110308.0,20110308.0,20110124.0,20110209,20110111,20110111
20110309.0,20110309.0,20110125.0,20110210,20110112,20110112
20110310.0,20110310.0,20110126.0,20110211,20110113,20110113
20110311.0,20110311.0,20110127.0,20110214,20110114,20110114
20110314.0,20110314.0,20110128.0,20110215,20110118,20110118
20110315.0,20110315.0,20110130.0,20110216,20110119,20110119
20110316.0,20110316.0,20110131.0,20110217,20110120,20110120
20110317.0,20110317.0,20110201.0,20110218,20110121,20110121
20110318.0,20110318.0,20110209.0,20110221,20110124,20110124
20110321.0,20110321.0,20110210.0,20110222,20110125,20110125
20110322.0,20110322.0,20110211.0,20110223,20110126,20110126
20110323.0,20110323.0,20110212.0,20110224,20110127,20110127
20110324.0,20110324.0,20110214.0,20110225,20110128,20110128
20110325.0,20110325.0,20110215.0,20110228,20110131,20110131
20110328.0,20110328.0,20110216.0,20110301,20110201,20110201
20110329.0,20110329.0,20110217.0,20110302,20110202,20110202
20110330.0,20110330.0,20110218.0,20110303,20110203,20110203
20110331.0,20110331.0,20110221.0,20110304,20110204,20110204
20110401.0,20110401.0,20110222.0,20110307,20110207,20110207
20110406.0,20110406.0,20110223.0,20110308,20110208,20110208
20110407.0,20110407.0,20110224.0,20110309,20110209,20110209
20110408.0,20110408.0,20110225.0,20110310,20110210,20110210
20110411.0,20110411.0,20110228.0,20110311,20110211,20110211
20110412.0,20110412.0,20110301.0,20110314,20110214,20110214
20110413.0,20110413.0,20110302.0,20110315,20110215,20110215
20110414.0,20110414.0,20110303.0,20110316,20110216,20110216
20110415.0,20110415.0,20110304.0,20110317,20110217,20110217
20110418.0,20110418.0,20110307.0,20110318,20110218,20110218
20110419.0,20110419.0,20110308.0,20110321,20110222,20110222
20110420.0,20110420.0,20110309.0,20110322,20110223,20110223
20110421.0,20110421.0,20110310.0,20110323,20110224,20110224
20110422.0,20110422.0,20110311.0,20110324,20110225,20110225
20110425.0,20110425.0,20110314.0,20110325,20110228,20110228
20110426.0,20110426.0,20110315.0,20110328,20110301,20110301
20110427.0,20110427.0,20110316.0,20110329,20110302,20110302
20110428.0,20110428.0,20110317.0,20110330,20110303,20110303
20110429.0,20110429.0,20110318.0,20110331,20110304,20110304
20110503.0,20110503.0,20110321.0,20110401,20110307,20110307
20110504.0,20110504.0,20110322.0,20110404,20110308,20110308
20110505.0,20110505.0,20110323.0,20110406,20110309,20110309
20110506.0,20110506.0,20110324.0,20110407,20110310,20110310
20110509.0,20110509.0,20110325.0,20110408,20110311,20110311
20110510.0,20110510.0,20110328.0,20110411,20110314,20110314
20110511.0,20110511.0,20110329.0,20110412,20110315,20110315
20110512.0,20110512.0,20110330.0,20110413,20110316,20110316
20110513.0,20110513.0,20110331.0,20110414,20110317,20110317
20110516.0,20110516.0,20110401.0,20110415,20110318,20110318
20110517.0,20110517.0,20110402.0,20110418,20110321,20110321
20110518.0,20110518.0,20110406.0,20110419,20110322,20110322
20110519.0,20110519.0,20110407.0,20110420,20110323,20110323
20110520.0,20110520.0,20110408.0,20110421,20110324,20110324
20110523.0,20110523.0,20110411.0,20110426,20110325,20110325
20110524.0,20110524.0,20110412.0,20110427,20110328,20110328
20110525.0,20110525.0,20110413.0,20110428,20110329,20110329
20110526.0,20110526.0,20110414.0,20110429,20110330,20110330
20110527.0,20110527.0,20110415.0,20110503,20110331,20110331
20110530.0,20110530.0,20110418.0,20110504,20110401,20110401
20110531.0,20110531.0,20110419.0,20110505,20110404,20110404
20110601.0,20110601.0,20110420.0,20110506,20110405,20110405
20110602.0,20110602.0,20110421.0,20110509,20110406,20110406
20110603.0,20110603.0,20110422.0,20110511,20110407,20110407
20110607.0,20110607.0,20110425.0,20110512,20110408,20110408
20110608.0,20110608.0,20110426.0,20110513,20110411,20110411
20110609.0,20110609.0,20110427.0,20110516,20110412,20110412
20110610.0,20110610.0,20110428.0,20110517,20110413,20110413
20110613.0,20110613.0,20110429.0,20110518,20110414,20110414
20110614.0,20110614.0,20110503.0,20110519,20110415,20110415
20110615.0,20110615.0,20110504.0,20110520,20110418,20110418
20110616.0,20110616.0,20110505.0,20110523,20110419,20110419
20110617.0,20110617.0,20110506.0,20110524,20110420,20110420
20110620.0,20110620.0,20110509.0,20110525,20110421,20110421
20110621.0,20110621.0,20110510.0,20110526,20110425,20110425
20110622.0,20110622.0,20110511.0,20110527,20110426,20110426
20110623.0,20110623.0,20110512.0,20110530,20110427,20110427
20110624.0,20110624.0,20110513.0,20110531,20110428,20110428
20110627.0,20110627.0,20110516.0,20110601,20110429,20110429
20110628.0,20110628.0,20110517.0,20110602,20110502,20110502
20110629.0,20110629.0,20110518.0,20110603,20110503,20110503
20110630.0,20110630.0,20110519.0,20110607,20110504,20110504
20110701.0,20110701.0,20110520.0,20110608,20110505,20110505
20110704.0,20110704.0,20110523.0,20110609,20110506,20110506
20110705.0,20110705.0,20110524.0,20110610,20110509,20110509
20110706.0,20110706.0,20110525.0,20110613,20110510,20110510
20110707.0,20110707.0,20110526.0,20110614,20110511,20110511
20110708.0,20110708.0,20110527.0,20110615,20110512,20110512
20110711.0,20110711.0,20110530.0,20110616,20110513,20110513
20110712.0,20110712.0,20110531.0,20110617,20110516,20110516
20110713.0,20110713.0,20110601.0,20110620,20110517,20110517
20110714.0,20110714.0,20110602.0,20110621,20110518,20110518
20110715.0,20110715.0,20110603.0,20110622,20110519,20110519
20110718.0,20110718.0,20110607.0,20110623,20110520,20110520
20110719.0,20110719.0,20110608.0,20110624,20110523,20110523
20110720.0,20110720.0,20110609.0,20110627,20110524,20110524
20110721.0,20110721.0,20110610.0,20110628,20110525,20110525
20110722.0,20110722.0,20110613.0,20110629,20110526,20110526
20110725.0,20110725.0,20110614.0,20110630,20110527,20110527
20110726.0,20110726.0,20110615.0,20110704,20110531,20110531
20110727.0,20110727.0,20110616.0,20110705,20110601,20110601
20110728.0,20110728.0,20110617.0,20110706,20110602,20110602
20110729.0,20110729.0,20110620.0,20110707,20110603,20110603
20110801.0,20110801.0,20110621.0,20110708,20110606,20110606
20110802.0,20110802.0,20110622.0,20110711,20110607,20110607
20110803.0,20110803.0,20110623.0,20110712,20110608,20110608
20110804.0,20110804.0,20110624.0,20110713,20110609,20110609
20110805.0,20110805.0,20110627.0,20110714,20110610,20110610
20110808.0,20110808.0,20110628.0,20110715,20110613,20110613
20110809.0,20110809.0,20110629.0,20110718,20110614,20110614
20110810.0,20110810.0,20110630.0,20110719,20110615,20110615
20110811.0,20110811.0,20110701.0,20110720,20110616,20110616
20110812.0,20110812.0,20110704.0,20110721,20110617,20110617
20110815.0,20110815.0,20110705.0,20110722,20110620,20110620
20110816.0,20110816.0,20110706.0,20110725,20110621,20110621
20110817.0,20110817.0,20110707.0,20110726,20110622,20110622
20110818.0,20110818.0,20110708.0,20110727,20110623,20110623
20110819.0,20110819.0,20110711.0,20110728,20110624,20110624
20110822.0,20110822.0,20110712.0,20110729,20110627,20110627
20110823.0,20110823.0,20110713.0,20110801,20110628,20110628
20110824.0,20110824.0,20110714.0,20110802,20110629,20110629
20110825.0,20110825.0,20110715.0,20110803,20110630,20110630
20110826.0,20110826.0,20110718.0,20110804,20110701,20110701
20110829.0,20110829.0,20110719.0,20110805,20110705,20110705
20110830.0,20110830.0,20110720.0,20110808,20110706,20110706
20110831.0,20110831.0,20110721.0,20110809,20110707,20110707
20110901.0,20110901.0,20110722.0,20110810,20110708,20110708
20110902.0,20110902.0,20110725.0,20110811,20110711,20110711
20110905.0,20110905.0,20110726.0,20110812,20110712,20110712
20110906.0,20110906.0,20110727.0,20110815,20110713,20110713
20110907.0,20110907.0,20110728.0,20110816,20110714,20110714
20110908.0,20110908.0,20110729.0,20110817,20110715,20110715
20110909.0,20110909.0,20110801.0,20110818,20110718,20110718
20110913.0,20110913.0,20110802.0,20110819,20110719,20110719
20110914.0,20110914.0,20110803.0,20110822,20110720,20110720
20110915.0,20110915.0,20110804.0,20110823,20110721,20110721
20110916.0,20110916.0,20110805.0,20110824,20110722,20110722
20110919.0,20110919.0,20110808.0,20110825,20110725,20110725
20110920.0,20110920.0,20110809.0,20110826,20110726,20110726
20110921.0,20110921.0,20110810.0,20110829,20110727,20110727
20110922.0,20110922.0,20110811.0,20110830,20110728,20110728
20110923.0,20110923.0,20110812.0,20110831,20110729,20110729
20110926.0,20110926.0,20110815.0,20110901,20110801,20110801
20110927.0,20110927.0,20110816.0,20110902,20110802,20110802
20110928.0,20110928.0,20110817.0,20110905,20110803,20110803
20110929.0,20110929.0,20110818.0,20110906,20110804,20110804
20110930.0,20110930.0,20110819.0,20110907,20110805,20110805
20111010.0,20111010.0,20110822.0,20110908,20110808,20110808
20111011.0,20111011.0,20110823.0,20110909,20110809,20110809
20111012.0,20111012.0,20110824.0,20110912,20110810,20110810
20111013.0,20111013.0,20110825.0,20110914,20110811,20110811
20111014.0,20111014.0,20110826.0,20110915,20110812,20110812
20111017.0,20111017.0,20110829.0,20110916,20110815,20110815
20111018.0,20111018.0,20110830.0,20110919,20110816,20110816
20111019.0,20111019.0,20110831.0,20110920,20110817,20110817
20111020.0,20111020.0,20110901.0,20110921,20110818,20110818
20111021.0,20111021.0,20110902.0,20110922,20110819,20110819
20111024.0,20111024.0,20110905.0,20110923,20110822,20110822
20111025.0,20111025.0,20110906.0,20110926,20110823,20110823
20111026.0,20111026.0,20110907.0,20110927,20110824,20110824
20111027.0,20111027.0,20110908.0,20110928,20110825,20110825
20111028.0,20111028.0,20110909.0,20110930,20110826,20110826
20111031.0,20111031.0,20110913.0,20111003,20110829,20110829
20111101.0,20111101.0,20110914.0,20111004,20110830,20110830
20111102.0,20111102.0,20110915.0,20111006,20110831,20110831
20111103.0,20111103.0,20110916.0,20111007,20110901,20110901
20111104.0,20111104.0,20110919.0,20111010,20110902,20110902
20111107.0,20111107.0,20110920.0,20111011,20110906,20110906
20111108.0,20111108.0,20110921.0,20111012,20110907,20110907
20111109.0,20111109.0,20110922.0,20111013,20110908,20110908
20111110.0,20111110.0,20110923.0,20111014,20110909,20110909
20111111.0,20111111.0,20110926.0,20111017,20110912,20110912
20111114.0,20111114.0,20110927.0,20111018,20110913,20110913
20111115.0,20111115.0,20110928.0,20111019,20110914,20110914
20111116.0,20111116.0,20110929.0,20111020,20110915,20110915
20111117.0,20111117.0,20110930.0,20111021,20110916,20110916
20111118.0,20111118.0,20111008.0,20111024,20110919,20110919
20111121.0,20111121.0,20111009.0,20111025,20110920,20110920
20111122.0,20111122.0,20111010.0,20111026,20110921,20110921
20111123.0,20111123.0,20111011.0,20111027,20110922,20110922
20111124.0,20111124.0,20111012.0,20111028,20110923,20110923
20111125.0,20111125.0,20111013.0,20111031,20110926,20110926
20111128.0,20111128.0,20111014.0,20111101,20110927,20110927
20111129.0,20111129.0,20111017.0,20111102,20110928,20110928
20111130.0,20111130.0,20111018.0,20111103,20110929,20110929
20111201.0,20111201.0,20111019.0,20111104,20110930,20110930
20111202.0,20111202.0,20111020.0,20111107,20111003,20111003
20111205.0,20111205.0,20111021.0,20111108,20111004,20111004
20111206.0,20111206.0,20111024.0,20111109,20111005,20111005
20111207.0,20111207.0,20111025.0,20111110,20111006,20111006
20111208.0,20111208.0,20111026.0,20111111,20111007,20111007
20111209.0,20111209.0,20111027.0,20111114,20111010,20111010
20111212.0,20111212.0,20111028.0,20111115,20111011,20111011
20111213.0,20111213.0,20111031.0,20111116,20111012,20111012
20111214.0,20111214.0,20111101.0,20111117,20111013,20111013
20111215.0,20111215.0,20111102.0,20111118,20111014,20111014
20111216.0,20111216.0,20111103.0,20111121,20111017,20111017
20111219.0,20111219.0,20111104.0,20111122,20111018,20111018
20111220.0,20111220.0,20111107.0,20111123,20111019,20111019
20111221.0,20111221.0,20111108.0,20111124,20111020,20111020
20111222.0,20111222.0,20111109.0,20111125,20111021,20111021
20111223.0,20111223.0,20111110.0,20111128,20111024,20111024
20111226.0,20111226.0,20111111.0,20111129,20111025,20111025
20111227.0,20111227.0,20111114.0,20111130,20111026,20111026
20111228.0,20111228.0,20111115.0,20111201,20111027,20111027
20111229.0,20111229.0,20111116.0,20111202,20111028,20111028
20111230.0,20111230.0,20111117.0,20111205,20111031,20111031
20120104.0,20120104.0,20111118.0,20111206,20111101,20111101
20120105.0,20120105.0,20111121.0,20111207,20111102,20111102
20120106.0,20120106.0,20111122.0,20111208,20111103,20111103
20120109.0,20120109.0,20111123.0,20111209,20111104,20111104
20120110.0,20120110.0,20111124.0,20111212,20111107,20111107
20120111.0,20120111.0,20111125.0,20111213,20111108,20111108
20120112.0,20120112.0,20111128.0,20111214,20111109,20111109
20120113.0,20120113.0,20111129.0,20111215,20111110,20111110
20120116.0,20120116.0,20111130.0,20111216,20111111,20111111
20120117.0,20120117.0,20111201.0,20111219,20111114,20111114
20120118.0,20120118.0,20111202.0,20111220,20111115,20111115
20120119.0,20120119.0,20111205.0,20111221,20111116,20111116
20120120.0,20120120.0,20111206.0,20111222,20111117,20111117
20120130.0,20120130.0,20111207.0,20111223,20111118,20111118
20120131.0,20120131.0,20111208.0,20111228,20111121,20111121
20120201.0,20120201.0,20111209.0,20111229,20111122,20111122
20120202.0,20120202.0,20111212.0,20111230,20111123,20111123
20120203.0,20120203.0,20111213.0,20120103,20111125,20111125
20120206.0,20120206.0,20111214.0,20120104,20111128,20111128
