,class1,class2,class_yrs,name,symbol_full_price,symbol_net_price,symbol_total_return,name_short
128,分类指数,信用等级,yrs_0_1,中债-高信用等级债券全价指数,CBA01913.CS,CBA01912.CS,CBA01911.CS,高信用等级债券全价
129,分类指数,信用等级,yrs_1_3,中债-高信用等级债券全价指数,CBA01923.CS,CBA01922.CS,CBA01921.CS,高信用等级债券全价
130,分类指数,信用等级,yrs_3_5,中债-高信用等级债券全价指数,CBA01933.CS,CBA01932.CS,CBA01931.CS,高信用等级债券全价
131,分类指数,信用等级,yrs_5_7,中债-高信用等级债券全价指数,CBA01943.CS,CBA01942.CS,CBA01941.CS,高信用等级债券全价
132,分类指数,信用等级,yrs_7_10,中债-高信用等级债券全价指数,CBA01953.CS,CBA01952.CS,CBA01951.CS,高信用等级债券全价
133,分类指数,信用等级,yrs_10_more,中债-高信用等级债券全价指数,CBA01963.CS,CBA01962.CS,CBA01961.CS,高信用等级债券全价
134,分类指数,信用等级,total_value,中债-高信用等级中期票据全价指数,CBA03403.CS,CBA03402.CS,CBA03401.CS,高信用等级中期票据全价
135,分类指数,信用等级,yrs_0_1,中债-高信用等级中期票据全价指数,CBA03413.CS,CBA03412.CS,CBA03411.CS,高信用等级中期票据全价
136,分类指数,信用等级,yrs_1_3,中债-高信用等级中期票据全价指数,CBA03423.CS,CBA03422.CS,CBA03421.CS,高信用等级中期票据全价
137,分类指数,信用等级,yrs_3_5,中债-高信用等级中期票据全价指数,CBA03433.CS,CBA03432.CS,CBA03431.CS,高信用等级中期票据全价
138,分类指数,信用等级,yrs_5_7,中债-高信用等级中期票据全价指数,CBA03443.CS,CBA03442.CS,CBA03441.CS,高信用等级中期票据全价
139,分类指数,信用等级,yrs_7_10,中债-高信用等级中期票据全价指数,CBA03453.CS,CBA03452.CS,CBA03451.CS,高信用等级中期票据全价
140,分类指数,信用等级,yrs_10_more,中债-高信用等级中期票据全价指数,CBA03463.CS,CBA03462.CS,CBA03461.CS,高信用等级中期票据全价
141,分类指数,信用等级,total_value,中债-高收益中期票据全价指数,CBA03703.CS,CBA03702.CS,CBA03701.CS,高收益中期票据全价
142,分类指数,信用等级,yrs_0_1,中债-高收益中期票据全价指数,CBA03713.CS,CBA03712.CS,CBA03711.CS,高收益中期票据全价
143,分类指数,信用等级,yrs_1_3,中债-高收益中期票据全价指数,CBA03723.CS,CBA03722.CS,CBA03721.CS,高收益中期票据全价
144,分类指数,信用等级,yrs_3_5,中债-高收益中期票据全价指数,CBA03733.CS,CBA03732.CS,CBA03731.CS,高收益中期票据全价
145,分类指数,信用等级,yrs_5_7,中债-高收益中期票据全价指数,CBA03743.CS,CBA03742.CS,CBA03741.CS,高收益中期票据全价
146,分类指数,信用等级,yrs_7_10,中债-高收益中期票据全价指数,CBA03753.CS,CBA03752.CS,CBA03751.CS,高收益中期票据全价
147,分类指数,信用等级,yrs_10_more,中债-高收益中期票据全价指数,CBA03763.CS,CBA03762.CS,CBA03761.CS,高收益中期票据全价
148,分类指数,信用等级,total_value,中债-高信用等级企业债全价指数,CBA03503.CS,CBA03502.CS,CBA03501.CS,高信用等级企业债全价
149,分类指数,信用等级,yrs_0_1,中债-高信用等级企业债全价指数,CBA03513.CS,CBA03512.CS,CBA03511.CS,高信用等级企业债全价
150,分类指数,信用等级,yrs_1_3,中债-高信用等级企业债全价指数,CBA03523.CS,CBA03522.CS,CBA03521.CS,高信用等级企业债全价
151,分类指数,信用等级,yrs_3_5,中债-高信用等级企业债全价指数,CBA03533.CS,CBA03532.CS,CBA03531.CS,高信用等级企业债全价
152,分类指数,信用等级,yrs_5_7,中债-高信用等级企业债全价指数,CBA03543.CS,CBA03542.CS,CBA03541.CS,高信用等级企业债全价
153,分类指数,信用等级,yrs_7_10,中债-高信用等级企业债全价指数,CBA03553.CS,CBA03552.CS,CBA03551.CS,高信用等级企业债全价
154,分类指数,信用等级,yrs_10_more,中债-高信用等级企业债全价指数,CBA03563.CS,CBA03562.CS,CBA03561.CS,高信用等级企业债全价
155,分类指数,信用等级,total_value,中债-高收益企业债全价指数,CBA03803.CS,CBA03802.CS,CBA03801.CS,高收益企业债全价
156,分类指数,信用等级,yrs_0_1,中债-高收益企业债全价指数,CBA03813.CS,CBA03812.CS,CBA03811.CS,高收益企业债全价
157,分类指数,信用等级,yrs_1_3,中债-高收益企业债全价指数,CBA03823.CS,CBA03822.CS,CBA03821.CS,高收益企业债全价
158,分类指数,信用等级,yrs_3_5,中债-高收益企业债全价指数,CBA03833.CS,CBA03832.CS,CBA03831.CS,高收益企业债全价
159,分类指数,信用等级,yrs_5_7,中债-高收益企业债全价指数,CBA03843.CS,CBA03842.CS,CBA03841.CS,高收益企业债全价
160,分类指数,信用等级,yrs_7_10,中债-高收益企业债全价指数,CBA03853.CS,CBA03852.CS,CBA03851.CS,高收益企业债全价
161,分类指数,信用等级,yrs_10_more,中债-高收益企业债全价指数,CBA03863.CS,CBA03862.CS,CBA03861.CS,高收益企业债全价
162,分类指数,信用等级,total_value,中债-短融AA全价指数,CBA02303.CS,CBA02302.CS,CBA02301.CS,短融AA全价
163,分类指数,信用等级,yrs_0_1,中债-短融AA全价指数,CBA02313.CS,CBA02312.CS,CBA02311.CS,短融AA全价
164,分类指数,信用等级,yrs_1_3,中债-短融AA全价指数,,,,短融AA全价
165,分类指数,信用等级,yrs_3_5,中债-短融AA全价指数,,,,短融AA全价
166,分类指数,信用等级,yrs_5_7,中债-短融AA全价指数,,,,短融AA全价
167,分类指数,信用等级,yrs_7_10,中债-短融AA全价指数,,,,短融AA全价
168,分类指数,信用等级,yrs_10_more,中债-短融AA全价指数,,,,短融AA全价
169,分类指数,信用等级,total_value,中债-企业债AA-全价指数,CBA03903.CS,CBA03902.CS,CBA03901.CS,企业债AA-全价
170,分类指数,信用等级,yrs_0_1,中债-企业债AA-全价指数,CBA03913.CS,CBA03912.CS,CBA03911.CS,企业债AA-全价
171,分类指数,信用等级,yrs_1_3,中债-企业债AA-全价指数,CBA03923.CS,CBA03922.CS,CBA03921.CS,企业债AA-全价
172,分类指数,信用等级,yrs_3_5,中债-企业债AA-全价指数,CBA03933.CS,CBA03932.CS,CBA03931.CS,企业债AA-全价
173,分类指数,信用等级,yrs_5_7,中债-企业债AA-全价指数,CBA03943.CS,CBA03942.CS,CBA03941.CS,企业债AA-全价
174,分类指数,信用等级,yrs_7_10,中债-企业债AA-全价指数,CBA03953.CS,CBA03952.CS,CBA03951.CS,企业债AA-全价
175,分类指数,信用等级,yrs_10_more,中债-企业债AA-全价指数,CBA03963.CS,CBA03962.CS,CBA03961.CS,企业债AA-全价
176,分类指数,信用等级,total_value,中债-企业债AA全价指数,CBA04003.CS,CBA04002.CS,CBA04001.CS,企业债AA全价
177,分类指数,信用等级,yrs_0_1,中债-企业债AA全价指数,CBA04013.CS,CBA04012.CS,CBA04011.CS,企业债AA全价
178,分类指数,信用等级,yrs_1_3,中债-企业债AA全价指数,CBA04023.CS,CBA04022.CS,CBA04021.CS,企业债AA全价
179,分类指数,信用等级,yrs_3_5,中债-企业债AA全价指数,CBA04033.CS,CBA04032.CS,CBA04031.CS,企业债AA全价
180,分类指数,信用等级,yrs_5_7,中债-企业债AA全价指数,CBA04043.CS,CBA04042.CS,CBA04041.CS,企业债AA全价
181,分类指数,信用等级,yrs_7_10,中债-企业债AA全价指数,CBA04053.CS,CBA04052.CS,CBA04051.CS,企业债AA全价
182,分类指数,信用等级,yrs_10_more,中债-企业债AA全价指数,CBA04063.CS,CBA04062.CS,CBA04061.CS,企业债AA全价
183,分类指数,信用等级,total_value,中债-企业债AA+全价指数,CBA04103.CS,CBA04102.CS,CBA04101.CS,企业债AA+全价
184,分类指数,信用等级,yrs_0_1,中债-企业债AA+全价指数,CBA04113.CS,CBA04112.CS,CBA04111.CS,企业债AA+全价
185,分类指数,信用等级,yrs_1_3,中债-企业债AA+全价指数,CBA04123.CS,CBA04122.CS,CBA04121.CS,企业债AA+全价
186,分类指数,信用等级,yrs_3_5,中债-企业债AA+全价指数,CBA04133.CS,CBA04132.CS,CBA04131.CS,企业债AA+全价
187,分类指数,信用等级,yrs_5_7,中债-企业债AA+全价指数,CBA04143.CS,CBA04142.CS,CBA04141.CS,企业债AA+全价
188,分类指数,信用等级,yrs_7_10,中债-企业债AA+全价指数,CBA04153.CS,CBA04152.CS,CBA04151.CS,企业债AA+全价
189,分类指数,信用等级,yrs_10_more,中债-企业债AA+全价指数,CBA04163.CS,CBA04162.CS,CBA04161.CS,企业债AA+全价
190,分类指数,信用等级,total_value,中债-企业债AAA全价指数,CBA04203.CS,CBA04202.CS,CBA04201.CS,企业债AAA全价
191,分类指数,信用等级,yrs_0_1,中债-企业债AAA全价指数,CBA04213.CS,CBA04212.CS,CBA04211.CS,企业债AAA全价
192,分类指数,信用等级,yrs_1_3,中债-企业债AAA全价指数,CBA04223.CS,CBA04222.CS,CBA04221.CS,企业债AAA全价
193,分类指数,信用等级,yrs_3_5,中债-企业债AAA全价指数,CBA04233.CS,CBA04232.CS,CBA04231.CS,企业债AAA全价
194,分类指数,信用等级,yrs_5_7,中债-企业债AAA全价指数,CBA04243.CS,CBA04242.CS,CBA04241.CS,企业债AAA全价
195,分类指数,信用等级,yrs_7_10,中债-企业债AAA全价指数,CBA04253.CS,CBA04252.CS,CBA04251.CS,企业债AAA全价
196,分类指数,信用等级,yrs_10_more,中债-企业债AAA全价指数,CBA04263.CS,CBA04262.CS,CBA04261.CS,企业债AAA全价
197,分类指数,代偿期限,total_value,中债-1-30年利率债全价指数,CBA05903.CS,CBA05902.CS,CBA05901.CS,1-30年利率债全价
198,分类指数,代偿期限,yrs_0_1,中债-1-30年利率债全价指数,CBA05923.CS,CBA05922.CS,CBA05921.CS,1-30年利率债全价
199,分类指数,代偿期限,yrs_1_3,中债-1-30年利率债全价指数,CBA05933.CS,CBA05932.CS,CBA05931.CS,1-30年利率债全价
200,分类指数,代偿期限,yrs_3_5,中债-1-30年利率债全价指数,CBA05943.CS,CBA05942.CS,CBA05941.CS,1-30年利率债全价
201,分类指数,代偿期限,yrs_5_7,中债-1-30年利率债全价指数,CBA05953.CS,CBA05952.CS,CBA05951.CS,1-30年利率债全价
202,分类指数,代偿期限,yrs_7_10,中债-1-30年利率债全价指数,CBA05963.CS,CBA05962.CS,CBA05961.CS,1-30年利率债全价
203,分类指数,代偿期限,yrs_10_more,中债-1-30年利率债全价指数,CBA05963.CS,CBA05962.CS,CBA05961.CS,1-30年利率债全价
204,分类指数,代偿期限,total_value,中债-1-3年政策性金融债全价指数,CBA07403.CS,CBA07402.CS,CBA07401.CS,1-3年政策性金融债全价
205,分类指数,代偿期限,yrs_0_1,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
206,分类指数,代偿期限,yrs_1_3,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
207,分类指数,代偿期限,yrs_3_5,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
208,分类指数,代偿期限,yrs_5_7,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
209,分类指数,代偿期限,yrs_7_10,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
210,分类指数,代偿期限,yrs_10_more,中债-1-3年政策性金融债全价指数,,,,1-3年政策性金融债全价
211,分类指数,代偿期限,total_value,中债-5年期金融债全价指数,CBA03303.CS,CBA03302.CS,CBA03301.CS,5年期金融债全价
212,分类指数,代偿期限,yrs_0_1,中债-5年期金融债全价指数,,,,5年期金融债全价
213,分类指数,代偿期限,yrs_1_3,中债-5年期金融债全价指数,,,,5年期金融债全价
